"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2412949732896","","","","","27.7295022782163","","","","","33.1330207576658","","","","","32.5299157261249","","","","","33.7874149827259","","","","","34.7621018587146","","","","","","",
"Africa Eastern and Southern","AFE","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.85434966826858","","","","","2.44633709979667","","","","","1.79672303399381","","","","","1.57059460245734","","","","","1.45729619514637","","","","","1.73429178887085","","","","","","",
"Afghanistan","AFG","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.478024987632141","","","","","0.426423646962574","","","","","0.385327536273078","","","","","0.357787647744167","","","","","0.365657832373532","","","","","1.17554692684705","","","","","","",
"Africa Western and Central","AFW","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5096771875269","","","","","2.63239332077064","","","","","2.27264787441663","","","","","2.17070550626156","","","","","2.14208687511085","","","","","2.08648649363542","","","","","","",
"Angola","AGO","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.301198701997777","","","","","0.305252009060111","","","","","0.30618970985291","","","","","0.342372570625194","","","","","0.36074065005042","","","","","0.427004679966497","","","","","","",
"Albania","ALB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01170030471258","","","","","2.29675797068748","","","","","2.45662587504985","","","","","2.10043436900991","","","","","1.8189568635262","","","","","1.98903641031678","","","","","","",
"Andorra","AND","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.3690814697951","","","","","63.4650922416763","","","","","64.4444104649918","","","","","61.9258091919776","","","","","61.6602897451995","","","","","59.713649198984","","","","","","",
"Arab World","ARB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.22146153636676","","","","","6.08326315575409","","","","","6.1517716029278","","","","","6.4851200245266","","","","","8.02759703195308","","","","","8.8529067104906","","","","","","",
"United Arab Emirates","ARE","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1283076946857","","","","","77.6157011852649","","","","","80.2154860386187","","","","","73.2051220265347","","","","","87.8402339265255","","","","","88.4040483728066","","","","","","",
"Argentina","ARG","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.04103912832794","","","","","4.5580148466553","","","","","4.15630021847427","","","","","4.27402481680457","","","","","4.38095838778833","","","","","4.80529233472193","","","","","","",
"Armenia","ARM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5852097289047","","","","","21.5315467087867","","","","","21.3874850541173","","","","","15.5599308372337","","","","","7.47630501272821","","","","","6.33589288838696","","","","","","",
"American Samoa","ASM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.2406257971261","","","","","43.6849869501078","","","","","43.3086471263169","","","","","40.9915929428083","","","","","42.3376950176145","","","","","41.8020094349815","","","","","","",
"Antigua and Barbuda","ATG","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4310729170032","","","","","25.6770398981697","","","","","29.7122913661653","","","","","29.9654817416581","","","","","30.2775325851455","","","","","30.5855061099131","","","","","","",
"Australia","AUS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1341364316472","","","","","22.9152149241066","","","","","22.9559448399982","","","","","24.0601862004287","","","","","26.5443142431553","","","","","28.2184096915625","","","","","","",
"Austria","AUT","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.2930213709833","","","","","11.224278747592","","","","","12.3781065532679","","","","","13.798295003994","","","","","15.2048871387536","","","","","17.465726250517","","","","","","",
"Azerbaijan","AZE","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99688006781124","","","","","4.42772602996394","","","","","4.03486585309067","","","","","3.52920651358258","","","","","3.04290391106797","","","","","2.70906158396255","","","","","","",
"Burundi","BDI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.9344669945045","","","","","4.08481767197786","","","","","1.85645994952323","","","","","2.17884243843718","","","","","2.48658800012726","","","","","2.56563222872762","","","","","","",
"Belgium","BEL","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.93481125581152","","","","","8.71172497622003","","","","","8.31064880730943","","","","","8.24567795515686","","","","","9.63262689092329","","","","","12.2835331942319","","","","","","",
"Benin","BEN","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.52385263665976","","","","","1.75370861482564","","","","","1.9243482067285","","","","","2.09595957744231","","","","","2.20054095786262","","","","","2.25554096484421","","","","","","",
"Burkina Faso","BFA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96839961897771","","","","","4.30974572928349","","","","","4.48002678165918","","","","","4.44773623821136","","","","","4.31103604603512","","","","","3.89203985292924","","","","","","",
"Bangladesh","BGD","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.831846493011869","","","","","0.789287019240285","","","","","0.752473673994172","","","","","0.816273820343876","","","","","0.887465112122783","","","","","0.883753735396142","","","","","","",
"Bulgaria","BGR","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.243846835166228","","","","","0.388065922990301","","","","","0.541965449702581","","","","","0.794963797478306","","","","","1.02988985050822","","","","","1.428196392424","","","","","","",
"Bahrain","BHR","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9257174197087","","","","","36.5385911695315","","","","","35.8940099421913","","","","","46.5987861787699","","","","","52.1561952210345","","","","","51.12678500505","","","","","","",
"Bahamas, The","BHS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4764022501541","","","","","11.2989066610506","","","","","12.2373619881097","","","","","13.8484341352739","","","","","15.1694703877172","","","","","15.2843030882508","","","","","","",
"Bosnia and Herzegovina","BIH","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.23702340359921","","","","","1.79095182144719","","","","","2.18704635371873","","","","","1.23316856129726","","","","","1.01145737783482","","","","","0.913364839954483","","","","","","",
"Belarus","BLR","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2065976849258","","","","","11.6763130834862","","","","","11.2899898563663","","","","","11.4824820322685","","","","","11.4871890605704","","","","","11.4040105621143","","","","","","",
"Belize","BLZ","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2109708240915","","","","","16.1604545762024","","","","","14.7538332147247","","","","","14.6230394769821","","","","","14.4150194801762","","","","","14.990801225761","","","","","","",
"Bermuda","BMU","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7389506162709","","","","","26.5990365904233","","","","","27.5911610837823","","","","","28.0633867698544","","","","","29.5274728711261","","","","","30.8463970066447","","","","","","",
"Bolivia","BOL","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07577820282411","","","","","1.10481218007918","","","","","1.11107220662312","","","","","1.18071471896316","","","","","1.23858606033628","","","","","1.33326744185504","","","","","","",
"Brazil","BRA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.530953063465134","","","","","0.45562763292131","","","","","0.389447556993318","","","","","0.338807605548494","","","","","0.298351263974025","","","","","0.34331320024167","","","","","","",
"Barbados","BRB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.22672770706752","","","","","9.89726828752802","","","","","10.5337276439938","","","","","11.1761120822735","","","","","11.741413476603","","","","","12.1299016589554","","","","","","",
"Brunei Darussalam","BRN","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4892523128058","","","","","28.7271617911257","","","","","29.1317001155636","","","","","27.2019873497122","","","","","25.5750034324768","","","","","24.2759719084662","","","","","","",
"Bhutan","BTN","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.44571012408848","","","","","5.4965936132459","","","","","5.69616102462481","","","","","6.18570158316735","","","","","6.72270307644888","","","","","6.59576939457687","","","","","","",
"Botswana","BWA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99374698328905","","","","","2.54826044175853","","","","","3.2860008096378","","","","","4.76549662205479","","","","","5.9043934777821","","","","","7.10033436685768","","","","","","",
"Central African Republic","CAF","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.28855836548856","","","","","2.9891121876349","","","","","3.31528203608757","","","","","2.32884933652365","","","","","2.10273493224818","","","","","1.6651721924121","","","","","","",
"Canada","CAN","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.6649883379774","","","","","16.6036336893101","","","","","17.9530044114855","","","","","18.8458650895004","","","","","20.5450110095849","","","","","21.801663648343","","","","","","",
"Central Europe and the Baltics","CEB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.44103749672555","","","","","3.33465956673454","","","","","3.02670869337671","","","","","3.13180449353613","","","","","3.21735140909621","","","","","3.27849527185178","","","","","","",
"Switzerland","CHE","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8615326524741","","","","","21.074820415782","","","","","21.9208463347215","","","","","24.3694496995927","","","","","26.5011556044581","","","","","29.3866855419963","","","","","","",
"Channel Islands","CHI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.8333961285002","","","","","42.0124956612287","","","","","43.2348293830896","","","","","45.9766166768202","","","","","48.6148273938953","","","","","50.2816264692227","","","","","","",
"Chile","CHL","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.818045411675431","","","","","1.00336156453867","","","","","1.16893524206073","","","","","1.69839899441937","","","","","2.17123101856662","","","","","2.61551321666127","","","","","","",
"China","CHN","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0325964938683881","","","","","0.0360142639641385","","","","","0.0400034781168831","","","","","0.0520026556666107","","","","","0.0633766452975853","","","","","0.071076396299372","","","","","","",
"Cote d'Ivoire","CIV","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9304585460897","","","","","14.4150582393917","","","","","12.0725346756147","","","","","11.0894890347837","","","","","10.407388702806","","","","","9.58259865535208","","","","","","",
"Cameroon","CMR","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19831075446886","","","","","1.77222923168869","","","","","1.43387189359828","","","","","1.42735706004066","","","","","1.40399052658132","","","","","1.63631370372888","","","","","","",
"Congo, Dem. Rep.","COD","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.15714037449536","","","","","4.30727140060526","","","","","1.54923558332444","","","","","1.11049055567156","","","","","0.893177895255218","","","","","0.70624628058302","","","","","","",
"Congo, Rep.","COG","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.430496210507","","","","","7.04209825019651","","","","","9.80944395611959","","","","","8.99886557167024","","","","","10.3207316731258","","","","","8.50579936930912","","","","","","",
"Colombia","COL","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.304266834868313","","","","","0.285623249625153","","","","","0.271282821567065","","","","","0.248609030487619","","","","","0.270636192032419","","","","","0.276047226979187","","","","","","",
"Comoros","COM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.39135336172509","","","","","2.9065378857069","","","","","2.51946335193246","","","","","2.13519507558613","","","","","1.80593821338352","","","","","1.59231629704974","","","","","","",
"Cabo Verde","CPV","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.61709684225332","","","","","2.5642672861269","","","","","2.51335082293037","","","","","2.67805931374203","","","","","2.93099826868606","","","","","2.86723201832078","","","","","","",
"Costa Rica","CRI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4893026278475","","","","","10.3758126419676","","","","","7.92128291023959","","","","","8.43192650952495","","","","","8.91924423461473","","","","","8.77100991087492","","","","","","",
"Caribbean small states","CSS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45556340550786","","","","","3.70495150765928","","","","","3.97844690088153","","","","","4.34582955294685","","","","","4.66625317629686","","","","","4.9003404086487","","","","","","",
"Cuba","CUB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.326542546164356","","","","","0.240114475931153","","","","","0.160280124104204","","","","","0.151167049046572","","","","","0.131038430481849","","","","","0.117089665081063","","","","","","",
"Curacao","CUW","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4592324108262","","","","","23.925115932902","","","","","","",
"Cayman Islands","CYM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.5344875844696","","","","","45.2134377368022","","","","","46.1868777737795","","","","","44.5365362071448","","","","","43.3389180132951","","","","","39.5650941351076","","","","","","",
"Cyprus","CYP","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.71411054628749","","","","","7.24126683883005","","","","","8.48903886091932","","","","","11.3467546528812","","","","","17.0268690794928","","","","","16.834034154295","","","","","","",
"Czechia","CZE","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06932581639085","","","","","1.60215860665841","","","","","2.15130843680363","","","","","3.1526134074332","","","","","3.78604264341224","","","","","3.84222568016916","","","","","","",
"Germany","DEU","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.51812758939894","","","","","9.14611048008342","","","","","10.9805597775469","","","","","12.676388329431","","","","","14.4286016089924","","","","","14.8790512953233","","","","","","",
"Djibouti","DJI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7733073173385","","","","","15.0926671063539","","","","","13.9098098156283","","","","","11.8307155905787","","","","","12.2261381171446","","","","","12.6541204084874","","","","","","",
"Dominica","DMA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5514888337469","","","","","4.37316967225749","","","","","5.34307323583863","","","","","6.72507158855717","","","","","8.1006646338893","","","","","9.24600990643918","","","","","","",
"Denmark","DNK","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.57536594912546","","","","","5.79270425193528","","","","","6.9502871990863","","","","","8.12860900915002","","","","","9.18291776249834","","","","","10.0989913532723","","","","","","",
"Dominican Republic","DOM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.05296975936732","","","","","4.09736177243482","","","","","4.1530615093062","","","","","4.07034754288603","","","","","3.97778011944454","","","","","3.94707985294239","","","","","","",
"Algeria","DZA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05723275576092","","","","","0.906550236470006","","","","","0.802054717249657","","","","","0.744071903334288","","","","","0.67977278044533","","","","","0.611072022730303","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.158189364522297","","","","","0.184719318012373","","","","","0.225881150678966","","","","","0.292551070461901","","","","","0.382459186050305","","","","","0.417701142671047","","","","","","",
"Early-demographic dividend","EAR","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09707960049635","","","","","1.69326494699392","","","","","1.55826889136911","","","","","1.46874980034308","","","","","1.57998147839912","","","","","1.66020720063268","","","","","","",
"East Asia & Pacific","EAS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.638648231941074","","","","","0.695082372153775","","","","","0.772962425815873","","","","","0.886121782967759","","","","","1.05104689395578","","","","","1.13382242226535","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.22062315448706","","","","","7.87102088747708","","","","","7.46029815710118","","","","","7.15179520791529","","","","","6.78542716575762","","","","","7.14195501120789","","","","","","",
"Europe & Central Asia","ECS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.95663130319195","","","","","7.17721968365452","","","","","7.4375943354022","","","","","8.24442781908826","","","","","9.01780055371904","","","","","9.46871206608806","","","","","","",
"Ecuador","ECU","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.769840924204486","","","","","1.00600704020497","","","","","1.19984042564985","","","","","1.36440360090023","","","","","2.17859196560599","","","","","2.40029910130242","","","","","","",
"Egypt, Arab Rep.","EGY","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.308007800306231","","","","","0.26740812819804","","","","","0.253826357115738","","","","","0.365616849751305","","","","","0.360446632326273","","","","","0.537267286680377","","","","","","",
"Euro area","EMU","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.49508030283755","","","","","7.21575707060622","","","","","8.1819543085533","","","","","10.1100398688149","","","","","11.8669171891302","","","","","12.2194779422011","","","","","","",
"Eritrea","ERI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.37743506622794","","","","","0.391897209154592","","","","","0.366377042484122","","","","","0.341519151818552","","","","","0.334267017850319","","","","","","","","","","","",
"Spain","ESP","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.09635600889007","","","","","2.56528556153192","","","","","4.06697701583811","","","","","9.36551905960678","","","","","13.4761028681228","","","","","12.6902371918259","","","","","","",
"Estonia","EST","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4037640865765","","","","","22.0333743639556","","","","","17.83317669005","","","","","17.2388840286148","","","","","16.3570151844209","","","","","15.4163092221449","","","","","","",
"Ethiopia","ETH","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.40420280094339","","","","","1.40975385494748","","","","","0.920154796542265","","","","","0.671260321204072","","","","","0.648364822592643","","","","","1.07952601222951","","","","","","",
"European Union","EUU","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.57770812995536","","","","","6.19860919838213","","","","","6.9331004309599","","","","","8.50541704570451","","","","","9.97735652817692","","","","","10.363389173703","","","","","","",
"Fragile and conflict affected situations","FCS","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.45774804097589","","","","","3.02769062002115","","","","","2.41633718877007","","","","","2.14993647353361","","","","","2.13560111906413","","","","","2.22052524910603","","","","","","",
"Finland","FIN","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26847286935963","","","","","1.95234071809585","","","","","2.63118851760713","","","","","3.66289593105173","","","","","4.62274947542641","","","","","5.73968325726902","","","","","","",
"Fiji","FJI","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.82302031494896","","","","","1.6764711192034","","","","","1.56787960893614","","","","","1.51310505950208","","","","","1.55252851321934","","","","","1.54134137387981","","","","","","",
"France","FRA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3563845150594","","","","","10.4561480959131","","","","","10.572513601125","","","","","11.0016541016987","","","","","11.430036776973","","","","","12.0884793768866","","","","","","",
"Faroe Islands","FRO","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.92132164643668","","","","","6.57611283702578","","","","","7.72837753543697","","","","","9.48134969071312","","","","","10.492721395186","","","","","11.4462955662981","","","","","","",
"Micronesia, Fed. Sts.","FSM","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.82535217115986","","","","","3.10721856521254","","","","","2.9004933445034","","","","","2.73545641160851","","","","","2.70703249404067","","","","","2.63833046142064","","","","","","",
"Gabon","GAB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4394798108518","","","","","14.0799982327748","","","","","15.8800956194968","","","","","15.5411942571258","","","","","15.8237436573243","","","","","15.5558595298651","","","","","","",
"United Kingdom","GBR","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.39166261907676","","","","","7.1762021104318","","","","","8.03534183597997","","","","","9.84247603205925","","","","","12.1252950809708","","","","","13.200978246274","","","","","","",
"Georgia","GEO","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19562006472527","","","","","5.4952070624413","","","","","4.60832310374145","","","","","4.46464383290137","","","","","4.28697273402332","","","","","4.22024835167253","","","","","","",
"Ghana","GHA","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12693512420479","","","","","1.5087353725087","","","","","1.01780112121151","","","","","1.42329554565849","","","","","1.3858898201617","","","","","1.45739715218881","","","","","","",
"Gibraltar","GIB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.4563038050162","","","","","30.7165109034268","","","","","29.4468209571862","","","","","31.6746905089409","","","","","33.7400754913445","","","","","34.3452214669274","","","","","","",
"Guinea","GIN","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.68902079885557","","","","","9.84995230212057","","","","","6.36509259685436","","","","","2.37470735150801","","","","","1.86254484260751","","","","","1.81156655898875","","","","","","",
"Gambia, The","GMB","International migrant stock (% of population)","SM.POP.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8841167917924","","","","","14.1581577599165","","","","","14.8522658750406","","","","","12.6275388013678","","","","","10.9724028678052","","","","","9.67088648285922","","","","","","",
